word,start_time,end_time
lie.,49.666,50.046
This,51.067,51.247
is,51.407,51.487
the,51.527,51.607
ultimate,51.687,52.047
"freedom,",52.087,52.447
the,52.908,53.008
most,53.068,53.328
significant,53.448,54.148
one.,54.308,54.468
All,55.268,55.428
others,55.528,55.749
are,55.829,55.909
built,55.949,56.189
on,56.249,56.329
top,56.389,56.589
of,56.629,56.729
"this,",56.769,56.969
and,57.769,57.849
without,57.909,58.249
"this,",58.31,58.51
no,59.31,59.45
other,59.53,59.71
freedoms,59.75,60.17
can,60.29,60.47
be,60.51,60.63
won.,60.69,60.971
It's,62.031,62.151
a,62.191,62.211
freedom,62.251,62.571
every,62.711,62.911
person,62.971,63.331
"deserves,",63.371,63.912
and,64.492,64.592
it's,64.652,64.772
worth,64.852,65.152
fighting,65.332,65.752
"for,",65.832,66.092
because,66.753,67.013
it,67.053,67.113
means,67.173,67.453
we,67.533,67.673
enjoy,67.753,68.173
the,68.213,68.293
fruits,68.333,68.593
of,68.653,68.733
our,68.833,68.973
"labor,",69.034,69.414
and,69.974,70.074
it,70.114,70.174
puts,70.234,70.434
the,70.494,70.594
power,70.634,70.934
back,70.994,71.194
in,71.234,71.334
our,71.414,71.554
hands,71.594,72.035
forevermore.,72.175,72.835
Governments,74.454,74.874
don't,74.914,75.114
want,75.154,75.354
us,75.414,75.494
to,75.554,75.654
have,75.694,75.895
this,75.955,76.095
freedom.,76.155,76.535
They,77.295,77.455
want,77.495,77.675
to,77.715,77.815
always,77.935,78.255
control,78.315,78.736
us.,78.856,78.976
They,79.836,79.976
think,80.016,80.216
it's,80.276,80.396
business,80.456,80.876
as,80.936,81.016
usual.,81.156,81.496
They,82.077,82.277
think,82.337,82.657
we,82.977,83.097
won't,83.137,83.357
make,83.437,83.617
a,83.657,83.697
fuss.,83.777,84.117
This,85.238,85.498
is,85.698,85.778
the,85.818,85.918
freedom,85.958,86.318
that,86.518,86.678
breaks,86.718,87.038
the,87.098,87.198
strings,87.238,87.679
that,88.119,88.259
were,88.299,88.459
unfairly,88.539,89.159
attached,89.239,89.699
to,89.779,89.839
this,89.879,90.039
unconscious,90.14,90.72
puppet,90.78,91.16
who,91.84,91.96
is,92.02,92.12
finally,92.16,92.5
shaking,92.58,92.92
the,92.981,93.061
sleep,93.101,93.361
out,93.421,93.541
of,93.581,93.641
its,93.701,93.821
eyes,94.041,94.221
as,94.741,94.841
it,94.881,94.921
realizes,95.001,95.681
that,96.102,96.262
all,96.402,96.522
along,96.582,96.902
it's,97.262,97.422
been,97.462,97.682
a,97.702,97.722
muppet.,97.782,98.142
When,98.963,99.123
we,99.163,99.283
seize,99.363,99.683
this,99.723,99.883
"freedom,",99.923,100.303
when,100.783,100.943
we,100.983,101.103
seize,101.183,101.503
the,101.564,101.664
means,101.704,101.984
of,102.044,102.104
"production,",102.164,102.664
We,103.832,103.972
"say,",104.052,104.312
up,104.532,104.632
yours,104.692,105.033
to,105.113,105.213
the,105.253,105.333
man.,105.373,105.673
We,106.213,106.353
"say,",106.393,106.693
let's,107.014,107.274
start,107.314,107.694
this,107.934,108.114
peaceful,108.174,108.594
revolution.,108.654,109.295
Without,110.195,110.555
"this,",110.595,110.815
we,111.236,111.356
don't,111.376,111.556
have,111.596,111.736
freedom,111.776,112.076
of,112.136,112.196
speech.,112.296,112.676
We,113.457,113.557
don't,113.597,113.757
get,113.797,113.937
to,113.977,114.077
decide,114.117,114.677
how,114.797,114.937
to,114.977,115.097
live,115.138,115.298
anymore.,115.358,115.738
That's,116.558,116.758
why,116.818,116.978
we,117.018,117.118
must,117.158,117.319
continue,117.359,117.859
this,117.899,118.059
"battle,",118.099,118.439
because,119.079,119.4
complete,119.46,119.84
liberation,119.9,120.62
is,121.18,121.28
what,121.32,121.501
we're,121.541,121.701
here,121.721,121.941
for.,122.021,122.161
